ID,TARGET
2,0.0465451199957665
5,0.055561782867509
6,0.00203698020666204
7,0.0122579626421979
9,0.00227060644699142
11,0.233306417645926
12,0.0489589282767253
15,0.167886760608947
16,0.0282703790417377
17,0.0223817105305955
19,0.0224483721453618
21,0.00361688053012488
22,0.0182441289972593
24,0.0113377725190305
27,0.0108612014416684
28,0.02220033680069
30,0.135528673627909
33,0.00312985211259071
35,0.0138173023238778
37,0.0224489766807157
38,0.0189201002306444
40,0.183642327452593
41,0.026771982666105
44,0.0086471786841433
46,0.0626373771102504
47,0.00995719063472237
48,0.00362344565231631
50,0.00493913300910054
52,0.182220521664366
53,0.00867530342211273
55,0.0268998960726597
57,0.00205144862659236
58,0.0107008310074502
59,0.0145456600072298
62,0.0287807686294013
63,0.0113200937041101
64,0.0233340533470061
65,0.0128107524506669
67,0.0176109243976943
69,0.0545989518271799
70,0.00300218247922454
71,0.0189043732498713
72,0.00423055517170182
73,0.00184994637322157
76,0.00464855531983553
78,0.00331231231152259
79,0.0312138365343847
81,0.00258152326395577
85,0.0106909781278289
86,0.00345755075822842
89,0.0405461522453326
94,0.111539649527441
96,0.0033248393239077
97,0.0172430797876354
98,0.00290904744042757
99,0.0214252350752816
100,0.23258064749076
103,0.0817494115217569
104,0.00744842075732874
108,0.00963074528869796
110,0.00274490553345729
112,0.025863708771686
114,0.0304584975374188
116,0.0175142250756951
117,0.0100330555217063
119,0.0068884072052513
120,0.00411839257787041
121,0.0016293927946653
123,0.0216744427925888
124,0.0308778300762493
126,0.00184526852829917
128,0.0117978676866265
129,0.0834420461128366
133,0.0366273438122044
138,0.0219844949689317
147,0.0303105904423493
149,0.0221186985162662
158,0.00305788245899207
160,0.00762857356544663
164,0.0318324073435779
167,0.0652697101473174
168,0.0199271723291183
174,0.00849538233844523
181,0.0201801502423242
185,0.0322500362041149
187,0.00364588523367816
189,0.0121131714800016
190,0.0543318536409989
194,0.00760542663170936
197,0.0318567370104187
198,0.024159559936441
201,0.034603429997855
205,0.00856810593878493
208,0.12717163665022
211,0.0122060187804968
216,0.0303623423891816
219,0.0616354948979743
223,0.00585303815636546
224,0.102106650966279
226,0.0169327841120515
229,0.0112714191076365
230,0.0170455273775819
237,0.0202206641673407
238,0.0253863092729861
240,0.0979121792506664
243,0.00305436102356366
245,0.141056827091156
246,0.215863817898517
247,0.0051198055323689
248,0.0085739611558854
249,0.00314801603560633
250,0.276122216373048
251,0.00177486303963381
255,0.10304847006151
256,0.0247124587046973
257,0.0725056152632262
260,0.162794748646148
261,0.00318270407250508
263,0.201624241423733
264,0.160576909241524
267,0.00753721833040818
268,0.018649136035287
272,0.00638325332138846
274,0.00824579935659595
275,0.00539077864266298
277,0.281406325450603
278,0.288034969473138
280,0.00691064006569696
281,0.0239504391208608
282,0.0921309012919665
283,0.010277416208323
284,0.0639423855996512
286,0.0193641982576315
290,0.0178857619160826
291,0.0296343769422395
293,0.035927270705554
295,0.0782334086267238
297,0.00169565489037616
298,0.0727037779907596
300,0.0033608542316831
304,0.00406736917149752
305,0.00419105950970837
308,0.00354180492564758
309,0.00739703976073639
310,0.0072142957793945
312,0.0286030689393111
313,0.143069098778861
315,0.00929148221646059
317,0.0216186374168288
318,0.0290070324125601
321,0.0113402435813654
323,0.078869130723971
325,0.00953763287732417
326,0.0146329027144833
327,0.0210998193440127
328,0.041679931657904
329,0.0180296394339901
330,0.00279338909461698
331,0.00962926120041533
334,0.0443480948897752
335,0.00793779428374577
336,0.0521251757966077
337,0.00511129225326821
338,0.0388616716568457
339,0.017341348528862
341,0.167242895891058
343,0.00900999970159473
346,0.0027191021422697
348,0.00326373137439541
350,0.211506839096546
351,0.00228181022263944
352,0.0207304311777525
357,0.0519418929089257
358,0.0114897599919362
360,0.00531277965179625
361,0.01439820822685
364,0.0208599492273432
365,0.0297950918271028
366,0.0167547562872951
367,0.00654327466073347
368,0.00546978489109414
370,0.00322509471728328
372,0.00311821605168045
376,0.00156900192241858
377,0.00384309334690346
379,0.0178339852000329
380,0.0114681338326649
381,0.090535894511862
385,0.0106058165688623
386,0.0354427427529021
389,0.0498928090557456
391,0.0497613528664125
392,0.0038519098371406
393,0.0106998480777157
395,0.0188802925077207
396,0.00858605139036762
397,0.00177211110440499
398,0.019139111854453
399,0.0530269135146382
400,0.0110615738152347
401,0.0103672647046203
403,0.00656392433026687
405,0.023957877184086
406,0.0202995992305273
409,0.00854503100321806
