ID,TARGET
2,0.0458315722644329
5,0.0545338857918978
6,0.00208390795160085
7,0.0128073683008551
9,0.00234522786922753
11,0.233588926494121
12,0.0502445362508297
15,0.169419631361961
16,0.0287551768124103
17,0.0230818893760442
19,0.0226714303717018
21,0.00378642359282821
22,0.0176334278658032
24,0.0113482736051083
27,0.0108385710045695
28,0.021021538414061
30,0.13359422981739
33,0.00317919289227575
35,0.0142378145828843
37,0.0226456234231592
38,0.0190501753240824
40,0.178227864205837
41,0.0272828163579106
44,0.00873055960983037
46,0.0617698021233081
47,0.0102470582351088
48,0.00373371702153236
50,0.00480176834389568
52,0.178891122341156
53,0.00910970568656921
55,0.0287243751809001
57,0.00212346075568348
58,0.0105221085250378
59,0.0157713242806494
62,0.0292594153434039
63,0.0110059464350343
64,0.0226250076666474
65,0.0126065793447197
67,0.0166939739137888
69,0.0545018184930086
70,0.0030933798989281
71,0.01888616848737
72,0.0045334103051573
73,0.00178339437115938
76,0.00462884572334588
78,0.00331548124086112
79,0.0319441333413124
81,0.00273329869378358
85,0.0105365114286542
86,0.00349795876536518
89,0.0397446621209383
94,0.122500125318766
96,0.00337016012053937
97,0.017598444595933
98,0.002998007228598
99,0.0223696650937199
100,0.232425592839718
103,0.0816382803022861
104,0.00727730081416667
108,0.00966248475015163
110,0.00281558523420244
112,0.0260798456147313
114,0.0346580427139997
116,0.0172270759940147
117,0.010572811588645
119,0.00731774931773543
120,0.00451813242398202
121,0.00169595546321943
123,0.0217869086191059
124,0.0294009912759065
126,0.00192796782357618
128,0.0119122578762472
129,0.0819052010774612
133,0.0369603857398033
138,0.0219953376799822
147,0.029722323641181
149,0.0232335608452559
158,0.0031562828226015
160,0.0076984753832221
164,0.0319816377013922
167,0.0666097439825535
168,0.0193440122529864
174,0.00820529740303754
181,0.0192134128883481
185,0.0324626918882132
187,0.00356001721229404
189,0.0121843959204852
190,0.055561551824212
194,0.00756321055814624
197,0.0305967638269066
198,0.0247308798134327
201,0.0348965544253587
205,0.0084696989506483
208,0.125760603696108
211,0.0128379571251571
216,0.030871557071805
219,0.0594195537269115
223,0.00604537222534418
224,0.103451892733574
226,0.017731704749167
229,0.0112972841598093
230,0.0168974241241812
237,0.0199248176068067
238,0.0237608915194869
240,0.0950274169445038
243,0.0031612862367183
245,0.14139112830162
246,0.213644027709961
247,0.00510881561785937
248,0.00887706503272057
249,0.00319206819403917
250,0.274900034070015
251,0.00186273193685338
255,0.102477259933948
256,0.0256682354956865
257,0.0719676353037357
260,0.158861130475998
261,0.00322179729118943
263,0.201295264065265
264,0.153922647237777
267,0.00766353891231119
268,0.0189477251842618
272,0.00631628721021116
274,0.00858483416959643
275,0.00560516724362969
277,0.28302712738514
278,0.296702787280082
280,0.00675967847928404
281,0.0244253426790237
282,0.0927498824894429
283,0.0100510371848941
284,0.0659425929188728
286,0.0184362474828959
290,0.0164406998082995
291,0.0302046528086066
293,0.0353041794151067
295,0.0766037106513977
297,0.0017743794596754
298,0.0722102262079715
300,0.00344235019292682
304,0.00417004199698568
305,0.00408819946460426
308,0.00364911078941077
309,0.00764882517978549
310,0.00700065889395773
312,0.0291149290278554
313,0.149212151765823
315,0.00887844478711486
317,0.0212904019281268
318,0.0291399108245969
321,0.0109862787649035
323,0.0818461365997792
325,0.00951815163716674
326,0.0158670423552394
327,0.0212351707741618
328,0.0443464852869511
329,0.0177108496427536
330,0.00285713165067136
331,0.00960049685090781
334,0.0439036339521408
335,0.00795366847887636
336,0.0506328120827675
337,0.00554990209639073
338,0.0433189421892166
339,0.0181299755349755
341,0.168075069785118
343,0.00944318016991019
346,0.002812992897816
348,0.00332848716061562
350,0.218325063586235
351,0.00231160421390086
352,0.0190337533131242
357,0.0517720058560372
358,0.0111013185232877
360,0.00550384493544698
361,0.0159554705023765
364,0.0210670959204435
365,0.0297708222642541
366,0.0161900883540511
367,0.00637160055339336
368,0.00536682293750346
370,0.00333049998153002
372,0.00327518722042441
376,0.00165620673215017
377,0.00404449598863721
379,0.0180572671815753
380,0.0121077918447554
381,0.091862291097641
385,0.01009875908494
386,0.0350331515073777
389,0.0506488103419542
391,0.0485404413193465
392,0.00384480750653893
393,0.0108079398050904
395,0.0187472570687532
396,0.0083974082954228
397,0.00186740572098643
398,0.0191737376153469
399,0.0515777785331011
400,0.0115117831155657
401,0.0095297056250274
403,0.00654715485870839
405,0.0234915046021342
406,0.0203208597376943
409,0.00898683676496148
411,0.0137236802838742
413,0.00343499192968011
418,0.00377826171461493
419,0.0111477952450514
422,0.0190337533131242
424,0.257089778780937
425,0.0281321965157986
427,0.00337016012053937
430,0.00166442454792559
431,0.0179875390604138
434,0.0142671330831945
435,0.0291493991389871
437,0.0690286718308926
438,0.00135978369507938
439,0.116899371147156
442,0.0106769721023738
446,0.0172106614336371
450,0.0385459922254086
451,0.0115179694257676
452,0.0095998658798635
454,0.00175401085289195
455,0.00396696035750211
463,0.0158038521185517
464,0.011075756046921
465,0.00415962841361761
467,0.145911373198032
468,0.0368790421634912
470,0.0117584662511945
472,0.195278242230415
473,0.0214023925364017
475,0.00457480922341347
476,0.00452674692496658
479,0.019743270240724
481,0.00351492874324322
483,0.0322023779153824
484,0.00990540022030471
486,0.0316423717886209
487,0.00275738537311554
491,0.021445064805448
494,0.0105103850364685
495,0.00253389566205442
497,0.0180856268852949
498,0.00610505812801421
499,0.011343547143042
503,0.0291765034198761
504,0.0201830258592963
505,0.00785603700205684
506,0.00796047621406615
507,0.0162813328206539
508,0.0895036049187183
509,0.0349431280046702
510,0.00525039434432983
511,0.0112430131994188
512,0.0229730252176523
516,0.00272416428197176
518,0.0372619088739156
519,0.00668671494349837
520,0.00766855152323842
521,0.00363989779725671
522,0.00345969467889518
524,0.0940964743494987
525,0.00648297183215618
526,0.00299925846047699
528,0.0182473286986351
529,0.0217498298734426
531,0.076625868678093
532,0.237841434776783
534,0.113145608454943
536,0.03912004083395
539,0.09446856752038
540,0.0157053493894636
541,0.00274209689814597
542,0.106982730329036
545,0.0112121147103607
546,0.0034980884520337
552,0.0156353069469332
556,0.00184688222361729
557,0.0031108174007386
559,0.0136638013646006
562,0.0167847326956689
563,0.0131773757748305
565,0.0445469859987497
569,0.00214047613553702
570,0.077513299882412
574,0.0189617509022355
575,0.0120905698277056
585,0.00972998095676301
589,0.00869012577459216
590,0.0186623428016901
592,0.0123203252442181
593,0.0278129698708654
594,0.00719023728743196
595,0.00918379286304117
597,0.00358375767245888
601,0.00308992411009967
603,0.0165451080538332
604,0.00158825219841674
605,0.0276037873700261
607,0.00353971275035292
608,0.0179859064519405
610,0.0266435714438558
612,0.0340522872284055
613,0.0551310908049346
615,0.00341967889107764
616,0.278530970215798
617,0.0291135720908642
619,0.0121376430615782
620,0.143948100507259
621,0.00506899389438331
624,0.0268174149096012
625,0.00985804758965969
628,0.00367800402455032
629,0.20356360077858
630,0.0308262892067433
632,0.0367610435932875
634,0.00180820847162977
637,0.0155156021937728
638,0.0159736257046461
642,0.0192103022709489
643,0.00573665113188326
644,0.0807893462479115
646,0.0016883208299987
655,0.0202175071462989
660,0.0225024791434407
664,0.0181875699199736
665,0.0602128300815821
666,0.00288777786772699
670,0.104693397879601
671,0.255690470337868
672,0.0085544134490192
675,0.00255672901403158
676,0.0481051243841648
677,0.0349333677440882
678,0.00563142006285489
680,0.00449167285114526
